Date,Open,High,Low,Close,Volume,Returns,Volume_MA_20,Price_MA_20,Price_MA_5,Volatility_20,RSI
2022-01-03,382.5833435058594,400.3566589355469,378.67999267578125,399.9266662597656,103931400,,,,,,
2022-01-04,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,100248300,-0.041832696836128,,,,,
2022-01-05,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,80119800,-0.05347121367683638,,,,,
2022-01-06,359.0,362.6666564941406,340.1666564941406,354.8999938964844,90336600,-0.02152337383085412,,,,,
2022-01-07,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,84164700,-0.035446567451716815,,,368.60999755859376,,
2022-01-10,333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,91815000,0.03034195341380186,,,359.16599731445314,,
2022-01-11,351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,66063300,0.005935024657598653,,,353.4866638183594,,
2022-01-12,359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,83739000,0.039289748931841784,,,354.6933288574219,,
2022-01-13,369.69000244140625,371.8666687011719,342.17999267578125,343.85333251953125,97209900,-0.06749107331435766,,,352.48399658203124,,
2022-01-14,339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,72924300,0.017497758575059086,,,353.993994140625,,
2022-01-18,342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,66743400,-0.01819724123253097,,,352.1533264160156,,
2022-01-19,347.2366638183594,351.5566711425781,331.6666564941406,331.8833312988281,75442500,-0.0338278969185718,,,347.5699951171875,,
2022-01-20,336.57666015625,347.2200012207031,331.3333435058594,332.0899963378906,70488600,0.0006227038828787723,,,340.2399963378906,,
2022-01-21,332.11334228515625,334.8500061035156,313.5,314.6333312988281,103416000,-0.05256606712507206,,,334.39599609375,,21.678390273284194
2022-01-24,301.586669921875,311.1700134277344,283.8233337402344,310.0,151565700,-0.014726129872195681,,,326.4219970703125,,21.031260340827785
2022-01-25,304.73333740234375,317.086669921875,301.07000732421875,306.1333312988281,86595900,-0.012473124842489969,,,318.947998046875,,22.931733855744724
2022-01-26,317.4766540527344,329.2300109863281,302.0,312.4700012207031,104867400,0.02069905258271132,,,315.06533203125,,30.40640152810917
2022-01-27,311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,147109500,-0.11554175561970448,,,303.92066650390626,,24.908404336061125
2022-01-28,277.1866760253906,285.8333435058594,264.0033264160156,282.1166687011719,134789100,0.020805692766870276,,,297.417333984375,,29.88707358456594
2022-01-31,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,104436000,0.10677611383930952,95800320.0,336.7228302001953,297.86533203125,,38.05587852632132
2022-02-01,311.7366638183594,314.5666809082031,301.6666564941406,310.4166564941406,73138200,-0.0058395266373975074,94260660.0,332.24732971191406,298.7219970703125,0.046611632269301706,36.8789280358481
2022-02-02,309.3933410644531,310.5,296.4700012207031,301.88665771484375,66792900,-0.02747919159891432,92587890.0,328.18182983398435,296.60532836914064,0.04622974219898387,29.583024528889936
2022-02-03,294.0,312.3333435058594,293.50665283203125,297.0466613769531,78855600,-0.016032495024879134,92524680.0,324.8988296508789,300.7413269042969,0.045157827766237474,33.71072840108525
2022-02-04,299.0733337402344,312.1666564941406,293.72332763671875,307.7733459472656,73625400,0.03611110968421327,91689120.0,322.542497253418,305.87266235351564,0.04614205901751711,35.814899557301445
2022-02-07,307.92999267578125,315.92333984375,300.9033203125,302.4466552734375,60994500,-0.01730718642133755,90530610.0,320.54882965087893,303.91399536132815,0.0457106458875482,36.067688079919684
2022-02-08,301.84332275390625,308.7633361816406,298.26666259765625,307.3333435058594,50729100,0.0161571905234128,88476315.0,318.28016357421876,303.2973327636719,0.045238250034789394,41.27018715097743
2022-02-09,311.6666564941406,315.42333984375,306.6666564941406,310.6666564941406,52259400,0.010845920427172029,87786120.0,316.07349700927733,305.05333251953124,0.045319007038066926,42.54771374048719
2022-02-10,302.7900085449219,314.60333251953125,298.8999938964844,301.51666259765625,66126900,-0.029452771017468238,86905515.0,312.7123306274414,305.94733276367185,0.04432854270989386,45.15739996498242
2022-02-11,303.2099914550781,305.32000732421875,283.5666809082031,286.6666564941406,79645800,-0.04925102969626416,86027310.0,309.8529968261719,301.7259948730469,0.04323757330626764,41.9897451069669
2022-02-14,287.19000244140625,299.6266784667969,284.3833312988281,291.9200134277344,67756500,0.01832566437213501,85768920.0,306.9554977416992,299.62066650390625,0.04326381798403767,45.16663587927746
2022-02-15,300.0,307.6666564941406,297.7933349609375,307.4766540527344,57286200,0.053290764282768466,85296060.0,305.15416412353517,299.6493286132812,0.045292763972072644,48.40216323477425
2022-02-16,304.6833190917969,308.80999755859375,300.4033203125,307.7966613769531,51294300,0.0010407532409399955,84088650.0,303.94983062744143,299.07532958984376,0.044774315475932594,63.04473495286458
2022-02-17,304.4200134277344,306.1666564941406,291.3666687011719,292.1166687011719,55178400,-0.05094269900666093,83323140.0,301.95116424560547,297.19533081054686,0.04603381569223205,53.834355110336006
2022-02-18,295.3333435058594,295.6233215332031,279.2033386230469,285.6600036621094,68501700,-0.022103035296720752,81577425.0,300.5024978637695,296.99400024414064,0.04487980673570339,37.548417570685295
2022-02-22,278.0433349609375,285.57666015625,267.0333251953125,273.84332275390625,83288100,-0.04136624223452856,78163545.0,298.69466400146484,293.378662109375,0.04560885179879274,34.33377752783667
2022-02-23,276.80999755859375,278.4333190917969,253.52000427246094,254.67999267578125,95256900,-0.06997917599526948,78596595.0,296.1219970703125,282.8193298339844,0.047849979085679895,31.467239382230133
2022-02-24,233.4633331298828,267.49334716796875,233.3333282470703,266.92333984375,135322200,0.04807345500262783,80119335.0,293.8446640014648,274.64466552734376,0.04909138660210009,38.82362638693982
2022-02-25,269.74334716796875,273.1666564941406,260.79998779296875,269.9566650390625,76067700,0.011364031324829549,76567245.0,293.5241638183594,270.21266479492186,0.041966263730571114,35.11974909644508
2022-02-28,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,99006900,0.07477746853358713,74778135.0,293.9254974365234,271.1093322753906,0.04502215978191051,45.66571119620587
2022-03-01,289.8933410644531,296.6266784667969,284.59332275390625,288.1233215332031,74766900,-0.006962143345558558,73294680.0,292.7196640014648,273.96533203125,0.03773040758344005,43.093068248351706
2022-03-02,290.7099914550781,295.49334716796875,281.42333984375,293.2966613769531,74643300,0.01795529711451649,73369935.0,291.8636642456055,281.68866577148435,0.03802136049434283,43.836203591761276
2022-03-03,292.92333984375,295.4800109863281,277.5333251953125,279.7633361816406,61623600,-0.04614210448825773,73111470.0,290.7574981689453,284.2566650390625,0.03889479596122982,42.51365592222242
2022-03-04,283.0333251953125,285.2166748046875,275.0533447265625,279.42999267578125,66999600,-0.0011915196265851469,72518670.0,289.87666473388674,286.1513305664063,0.03877606443872934,47.233057639858174
2022-03-07,285.4333190917969,288.71331787109375,268.19000244140625,268.1933288574219,72494100,-0.04021280504200253,72462105.0,287.89766387939454,281.761328125,0.03854799381681988,41.32500835725957
2022-03-08,265.1766662597656,283.3299865722656,260.72332763671875,274.79998779296875,80399100,0.02463394210323222,73432335.0,286.5153305053711,279.09666137695314,0.0390469085770843,37.21603940531933
2022-03-09,279.82666015625,286.85333251953125,277.336669921875,286.3233337402344,59184000,0.04193357517885765,73855080.0,285.46483001708987,277.7019958496094,0.04015880073174135,42.2761544966687
2022-03-10,283.8166809082031,284.8166809082031,270.1199951171875,279.4333190917969,58648500,-0.024063755330148706,74174535.0,283.90316314697264,277.6359924316406,0.04029436624785935,45.12990802312289
2022-03-11,280.0666809082031,281.26666259765625,264.5899963378906,265.1166687011719,67037100,-0.0512345859010529,74220045.0,282.0831634521484,274.77332763671876,0.04128606764867219,42.560898468736205
2022-03-14,260.2033386230469,266.8999938964844,252.01333618164062,255.4566650390625,71152200,-0.036436802368687404,73795365.0,280.52266387939454,272.2259948730469,0.04066784802971703,43.23622286267005
2022-03-15,258.42333984375,268.5233459472656,252.19000244140625,267.2966613769531,66841200,0.046348355546253384,73749600.0,279.29149627685547,270.72532958984374,0.04197416303425556,54.905517676560926
2022-03-16,269.6666564941406,280.6666564941406,267.4200134277344,280.07666015625,84028800,0.047812040425278646,75086730.0,277.92149658203124,269.4759948730469,0.04159981260423815,55.09292104204666
2022-03-17,276.9966735839844,291.6666564941406,275.239990234375,290.5333251953125,66582900,0.037335010469022656,75851160.0,277.0583297729492,271.69599609375,0.042603225850088196,57.53410850807542
2022-03-18,291.4966735839844,302.6166687011719,289.1300048828125,301.7966613769531,100414200,0.03876779427650434,78112950.0,277.5423294067383,279.03199462890626,0.04189805449876818,54.56515449669918
2022-03-21,304.99334716796875,314.2833251953125,302.36334228515625,307.0533447265625,81981600,0.017417963888751054,78786945.0,278.61199645996095,289.35133056640626,0.041609313840263534,57.232375443323285
2022-03-22,310.0,332.6199951171875,307.25,331.32666015625,105868500,0.07905243778179138,79915965.0,281.4861633300781,302.15733032226564,0.0433096423226003,62.67920199698142
2022-03-23,326.64666748046875,346.8999938964844,325.4666748046875,333.03668212890625,120676200,0.005161136057840299,81186930.0,285.40399780273435,312.74933471679685,0.039009935689037066,69.28144020786469
2022-03-24,336.57666015625,341.4966735839844,329.6000061035156,337.97332763671875,68920800,0.014823128420135223,77866860.0,288.9564971923828,322.2373352050781,0.038191151796886744,70.50554639612523
2022-03-25,336.0,340.6000061035156,332.44000244140625,336.8800048828125,62031600,-0.003234937980317265,77165055.0,292.3026641845703,329.25400390625,0.038354318243565014,75.89865266825538
2022-03-28,355.0333251953125,365.9599914550781,351.20001220703125,363.9466552734375,102506100,0.0803450783611821,77340015.0,295.99282989501955,340.632666015625,0.03885224153335922,79.12021242150628
2022-03-29,369.3299865722656,371.5899963378906,357.7033386230469,366.5233459472656,73614900,0.007079858095940583,77282415.0,299.91283111572267,347.6720031738281,0.03861569356399132,77.82404070365762
2022-03-30,363.72332763671875,371.3166809082031,361.3333435058594,364.663330078125,59865000,-0.00507475414515135,76543500.0,303.4811645507813,353.99733276367186,0.03879705494631309,80.63844030137123
2022-03-31,364.8566589355469,367.71331787109375,358.8800048828125,359.20001220703125,48992700,-0.014981813142339484,75911955.0,307.45299835205077,358.2426696777344,0.03693481095030878,86.12014495283643
2022-04-01,360.3833312988281,364.9166564941406,355.5466613769531,361.5299987792969,54263100,0.006486599368272561,75275130.0,311.55799865722656,363.17266845703125,0.036816913081438245,93.15199241198737
2022-04-04,363.1266784667969,383.3033447265625,357.510009765625,381.8166809082031,82035900,0.05611341298759176,75752220.0,317.2391662597656,366.7466735839844,0.0356903803085233,93.59235404789663
2022-04-05,378.76666259765625,384.2900085449219,362.4333190917969,363.7533264160156,80075100,-0.047308971544201106,75736020.0,321.686833190918,366.1926696777344,0.0385420620244537,80.62013114568097
2022-04-06,357.8233337402344,359.6666564941406,342.5666809082031,348.586669921875,89348400,-0.041694894294368345,77244240.0,324.8,362.9773376464844,0.039955848199799755,70.53580064806306
2022-04-07,350.7966613769531,358.86334228515625,340.5133361816406,352.4200134277344,79447200,0.010996816105212748,78284175.0,328.4493347167969,361.621337890625,0.03911356493730811,68.90106198876893
2022-04-08,347.7366638183594,349.4800109863281,340.8133239746094,341.8299865722656,55013700,-0.03004944796541842,77683005.0,332.2850006103516,357.68133544921875,0.03755570183021153,62.48712180401035
2022-04-11,326.79998779296875,336.15667724609375,324.8800048828125,325.30999755859375,59357100,-0.048328086073804455,77093250.0,335.7776672363281,346.3799987792969,0.038470017624874814,47.71223825008981
